區域,屋齡,建坪,間數,車位,總價(萬),亂數排列
沙鹿區,0,80.63,5,有,381,0.328823011
太平區,48,92.75,6,無,1200,0.815920737
龍井區,0,191.36,12,無,982,0.382349172
南屯區,26,78.62,5,無,375,0.882845887
大里區,0,153.76,7,有,806,0.695322507
南屯區,26,110.17,7,有,630,0.902688715
北屯區,0,130.55,5,有,845,0.883546008
北區,1,107.38,3,有,790,0.667762916
北區,26,147.56,8,有,759.2581,0.099361034
龍井區,40,82.13,3,無,400,0.153785971
北屯區,28,76.69,4,無,428,0.276716255
太平區,40,73.2,6,無,420,0.524640665
西屯區,0,121.33,5,有,932,0.183139631
北屯區,6,274.39,8,有,2538,0.591843361
大里區,27,78.24,6,無,360,0.758870534
西屯區,14,73.14,3,有,608,0.910256714
北屯區,18,93.07,5,無,613,0.150742043
豐原區,24,98.02,6,有,450,0.022346348
北屯區,27,125.39,7,有,630,0.875223063
太平區,0,131.1,5,有,693,0.866709046
南區,3,375.71,33,無,4450,0.97831607
潭子區,27,138.01,7,無,600,0.64430552
西屯區,0,144.05,7,有,1355,0.57250668
神岡區,42,123.67,7,無,530,0.762002008
沙鹿區,0,242.12,12,無,1438,0.967405029
北區,26,50.21,3,無,255,0.247612136
大雅區,0,158.8,7,有,1055,0.051113362
潭子區,0,166.9,10,無,1780,0.625946103
太平區,0,148.27,6,有,880,0.714822649
清水區,0,160.08,7,有,595,0.924751818
北屯區,5,163.74,7,有,1230,0.483984473
西屯區,26,139.99,8,有,696,0.347035986
清水區,27,250.64,17,無,1680,0.209587182
北屯區,5,146.48,7,有,823,0.017517361
西屯區,37,88.04,7,無,400,0.059189358
大雅區,8,155.03,7,有,1080,0.699555854
北區,1,134.85,7,有,980,0.901269528
北屯區,25,35.84,3,無,188,0.790249953
清水區,0,86,5,無,427,0.345971856
清水區,0,114.02,5,有,430,0.302315743
烏日區,0,155.44,7,有,763,0.370158512
梧棲區,0,175.19,11,無,818,0.878034463
大里區,33,91.21,9,無,1000,0.456054201
潭子區,33,121.73,8,無,770,0.038558039
太平區,0,193.62,9,無,1450,0.710365064
北屯區,0,171.16,7,有,1288,0.31691748
龍井區,11,75.69,3,無,410,0.770837431
梧棲區,23,135.12,7,有,380,0.21559996
烏日區,26,121.92,7,有,500,0.444788616
北屯區,0,149.34,7,有,1011,0.529795179
清水區,0,197.69,10,無,858,0.723999981
太平區,0,158.52,7,有,916,0.961527985
北區,3,290.19,12,有,3190,0.892530233
龍井區,1,185.04,10,無,1098,0.067454425
西屯區,28,70.57,4,無,518,0.066691552
太平區,3,245.25,6,有,1266,0.862433767
豐原區,36,89.85,6,無,380,0.719582788
北屯區,2,111.86,5,有,1050,0.030752183
潭子區,0,89.23,4,有,560,0.970904005
西屯區,22,92.64,5,有,670,0.965409337
豐原區,0,168.37,10,無,970,0.93742826
大里區,24,78.69,4,有,430,0.672710601
南屯區,1,286.75,9,有,2650,0.335650008
梧棲區,19,174.32,10,無,863,0.990772514
大雅區,25,174.89,10,無,920,0.259083816
霧峰區,26,46.04,3,無,172,0.258992449
南區,18,135.27,10,有,800,0.237673284
大里區,37,127.14,8,無,1000,0.282279637
霧峰區,10,779.54,165,無,6050,0.515053652
太平區,6,129.18,4,有,711,0.765195272
西屯區,3,263.23,8,有,1950,0.909332447
梧棲區,0,175.19,11,無,815,0.66215306
西屯區,0,108.56,5,有,880,0.071712599
潭子區,0,89.23,4,有,565,0.382786454
西屯區,0,90.91,5,有,938,0.170600945
南區,24,71.43,4,無,265,0.39810378
南區,21,59.69,4,無,320,0.674145933
豐原區,0,132.53,6,有,589,0.364616367
西屯區,23,61.34,3,有,370,0.122567905
北屯區,21,173.34,8,有,990,0.928972348
西屯區,12,146.51,7,有,1168,0.482373991
太平區,0,165.25,6,有,1030,0.68019652
北屯區,25,98.39,5,有,490,0.564634551
東區,0,118.57,4,有,604,0.83658069
大雅區,0,160.26,7,有,1000,0.428994285
潭子區,26,147.91,7,有,717,0.122904941
北屯區,0,101.28,3,有,690,0.658623796
清水區,2,161.53,10,無,938,0.078145698
烏日區,0,214.93,8,有,1068,0.901420448
西區,43,1325.61,66,無,6600,0.63129186
西區,21,130.93,7,有,920,0.683101456
潭子區,0,193.98,7,有,1222,0.272273414
西屯區,0,253.33,7,有,2020,0.646780977
北屯區,26,142.62,7,有,650,0.022533969
西屯區,14,147.29,7,有,1236,0.504859352
大里區,5,200.98,7,有,850,0.598675907
沙鹿區,0,156.19,7,有,768,0.220670675
豐原區,4,223.17,11,無,1825,0.404938038
大里區,0,119.24,5,有,674,0.521997738
北屯區,0,163.11,7,有,1371,0.866523872
沙鹿區,23,175.57,13,有,670,0.445004296
清水區,1,148.03,11,無,866,0.136049781
太平區,0,177.02,9,無,1600,0.547794907
北屯區,38,70.95,5,無,650,0.194195536
北區,18,83.32,5,無,395,0.124194683
沙鹿區,0,123.37,7,無,680,0.431280722
龍井區,9,150.76,10,無,1010,0.833538713
南屯區,4,186.01,7,有,1410,0.573286104
南屯區,0,131.55,6,有,720,0.635134955
西屯區,0,140.78,6,有,1110,0.678553741
北屯區,0,163.11,7,有,1440,0.027642334
南區,0,169.35,7,有,1110,0.86671468
大里區,37,96.03,7,無,808,0.696972156
北區,40,47.64,4,無,218,0.191542985
北屯區,0,149.86,7,有,988,0.648872079
大里區,27,121.73,7,無,435,0.493258401
太平區,0,185.28,8,有,1000,0.04333182
豐原區,0,202.01,12,無,1300,0.189246119
大里區,30,74.57,6,無,376,0.522633748
北屯區,0,135.85,6,有,785,0.603788585
大雅區,0,158.41,10,無,1150,0.415044638
龍井區,39,230.7,10,無,1658,0.155018977
大里區,26,60.27,4,無,300,0.390599054
大甲區,0,71.7,7,無,345,0.058690471
神岡區,0,154.16,10,無,895,0.903773072
北屯區,16,243.68,11,無,2300,0.71180657
西屯區,36,121.6,9,無,1370,0.951741563
北屯區,6,263.89,12,無,2450,0.100084289
南區,28,339.96,13,無,1426,0.786505308
西屯區,3,343.87,4,有,5200,0.576819272
太平區,0,149.57,7,有,778,0.094048401
北屯區,27,115.09,6,無,510,0.58193364
南區,25,110.74,7,無,500,0.855677166
西屯區,3,221.07,7,有,1920,0.486390284
北屯區,4,377.19,13,無,3150,0.527846317
北區,29,264,8,有,1050,0.542329632
南屯區,0,157.81,7,有,900,0.070253195
北屯區,0,149.26,7,有,940,0.173735553
北區,39,122.71,13,無,300,0.620592228
南區,6,166.75,7,有,1228,0.976015962
清水區,0,143.93,10,無,828,0.20125435
北屯區,0,147.54,6,有,846,0.202401045
北屯區,39,59.3,6,無,525,0.38810199
北屯區,0,224.42,8,有,1519,0.094537921
大里區,6,191.87,7,有,1196,0.189840572
北屯區,29,103.09,6,有,510,0.182330538
東區,0,119.88,4,有,593,0.755584998
東區,47,208.56,10,無,1485,0.486297394
大里區,0,137.69,5,有,736,0.647480669
大里區,0,131.94,7,有,670,0.08894793
西屯區,13,72.96,3,有,558,0.945826777
北屯區,26,154.87,7,有,808,0.808517285
大里區,35,114.35,10,無,798,0.767821157
北區,37,67.23,5,無,335,0.193400526
沙鹿區,0,105.89,5,有,640,0.668403
南屯區,27,165.11,8,無,970,0.177678698
大里區,22,221.19,10,無,1410,0.154873391
西屯區,3,216.74,8,有,2484,0.829724291
西區,21,297.66,12,無,600,0.258948997
潭子區,26,140.84,7,有,580,0.018988462
南區,23,114.07,7,無,510,0.44205529
南屯區,27,120.95,7,有,600,0.208176375
南屯區,0,109.48,5,有,1140,0.183599415
北屯區,5,141.31,7,有,1250,0.244307332
西屯區,15,215.66,8,有,1320,0.399718344
西區,46,66.09,8,無,360,0.1654857
沙鹿區,0,174.12,10,無,900,0.469275553
大里區,41,73.08,6,無,410,0.806988015
外埔區,41,116.76,7,無,330,0.317688248
北屯區,47,56.34,7,無,818,0.432869768
北屯區,0,157.67,7,有,905,0.648175657
南屯區,0,175.87,7,有,1727,0.560885368
東區,0,159.95,7,有,998,0.421491559
清水區,0,133.31,9,無,668,0.508569321
龍井區,0,159.11,9,無,640,0.818062066
北屯區,27,107.03,7,無,602,0.327940417
龍井區,30,74.78,5,無,340,0.724695968
大里區,10,132.7,7,有,836,0.32842514
南屯區,0,140.29,6,有,783,0.183449341
烏日區,0,172.15,11,無,1010,0.725692996
南屯區,28,81.88,4,無,506,0.351598027
北屯區,0,300.19,12,無,2738,0.662868692
北屯區,1,173.57,7,有,1289,0.077356749
烏日區,6,246.68,12,有,2080,0.858930109
梧棲區,0,190.33,10,無,768,0.153477085
大雅區,5,172.54,10,無,1146,0.832603379
北屯區,28,127.48,7,有,578,0.304030162
北屯區,0,402.93,12,有,4250,0.304802816
沙鹿區,5,232.04,8,無,1750,0.852730009
北屯區,30,138.31,6,無,1600,0.02544398
清水區,0,157.38,6,有,618,0.982529394
北屯區,22,88.17,5,無,580,0.995454089
南區,0,159.91,7,有,1000,0.81130839
北屯區,16,190.07,9,無,1560,0.434295304
北屯區,30,136.64,8,有,700,0.116396812
北區,35,89.75,6,無,375,0.018406854
北區,13,153.97,7,有,1310,0.527750697
清水區,0,112.46,5,有,528,0.748114961
大里區,0,130.46,5,有,717,0.48916982
南屯區,12,237.31,8,有,2150,0.052993515
北區,1,107.72,4,有,720,0.818384403
西屯區,0,90.91,5,有,965,0.604598599
西屯區,26,103.24,7,無,588,0.961367483
西區,40,129.95,9,無,770,0.14250088
太平區,27,130.66,7,有,550,0.223506585
太平區,23,94.57,7,無,525,0.071626442
北屯區,9,392.69,15,無,5800,0.518112272
南區,39,64.94,4,無,395,0.219669688
清水區,0,165.68,7,有,627,0.033594299
西屯區,15,189.6,7,無,410,0.965047673
北區,36,107.98,7,無,497,0.460141944
西屯區,0,124.07,5,有,1015,0.053477329
西屯區,27,5646.6,12,無,23660,0.816568076
大雅區,0,145.42,10,無,1200,0.239819528
潭子區,47,49.86,4,無,420,0.989887921
豐原區,0,105.79,5,有,515,0.990019792
潭子區,46,122.22,8,無,1050,0.674793271
北屯區,6,187.26,7,有,908,0.280316355
西區,44,85.36,6,無,440,0.613931161
北屯區,0,228.1,8,有,1507,0.891028654
北屯區,0,179.14,7,有,1092,0.569433914
烏日區,3,224.71,8,有,1560,0.669572944
大肚區,39,97.16,11,無,310,0.468039071
南屯區,0,248.33,8,有,2328,0.83497444
北屯區,1,86.7,5,有,588,0.390111794
北屯區,25,114.32,7,無,530,0.121297404
潭子區,19,131.51,8,有,610,0.995298655
北區,0,103.71,4,有,735,0.01688565
北屯區,0,149.94,7,有,997,0.354388341
龍井區,25,173.56,9,無,740,0.90051784
北區,4,196.13,7,有,1530,0.110001692
清水區,1,163.41,10,無,810,0.613542924
南屯區,4,184.21,7,有,1370,0.902443153
西屯區,0,137.86,5,有,1070,0.905969736
東區,8,112.56,5,無,703,0.251490305
西屯區,5,122.89,5,有,900,0.543029748
北屯區,0,133.79,6,有,760,0.985433121
西區,39,84.89,6,無,550,0.046785864
北區,33,76.94,7,無,310,0.94922952
大里區,0,146.17,7,有,745,0.697298577
南屯區,0,136.92,6,有,731,0.8323325
大里區,0,201.91,12,無,1800,0.238401002
西屯區,30,33.86,3,無,180,0.466316338
南屯區,0,139.08,7,有,890,0.759012288
北屯區,1,194.14,7,有,1550,0.842968215
烏日區,0,183.04,8,有,1070,0.672054479
大里區,0,103.4,4,有,635,0.603432104
北屯區,0,109.07,5,有,623,0.88106006
北屯區,0,193.17,7,有,1867,0.040548532
西屯區,22,80.82,4,無,498,0.176773262
北屯區,0,228.1,8,有,1515,0.630535606
清水區,0,153.21,7,有,550,0.612294208
北屯區,28,123.01,7,無,520,0.62927508
豐原區,44,120.54,9,無,970,0.270201386
西屯區,14,144.77,7,有,1380,0.699478865
大里區,43,116.13,7,無,700,0.927072407
南區,15,184.17,9,無,1620,0.498698891
西屯區,0,159.76,8,有,1147,0.197643069
大里區,30,219.21,12,無,1200,0.777758328
大肚區,40,83.61,4,無,600,0.117395767
南屯區,0,107.05,5,有,1049,0.179213019
太平區,21,112.48,13,無,535,0.429977776
豐原區,27,149.8,11,無,835,0.318826607
北屯區,1,159.92,5,有,1050,0.506098752
南屯區,46,117.6,9,無,2000,0.623520597
沙鹿區,1,105.13,4,有,520,0.806001287
西屯區,13,516.9,10,有,8400,0.550122085
大里區,27,94.78,4,無,320,0.614309582
大甲區,0,173.2,10,無,1300,0.072799142
南屯區,2,223.39,7,有,2380,0.291472021
清水區,0,138.93,10,無,680,0.041780287
豐原區,23,32.75,3,無,168,0.317096605
北區,1,127.3,5,有,923,0.348321807
豐原區,3,356.5,15,無,3280,0.987027579
東區,5,157.63,7,有,1010,0.620622707
太平區,0,154.16,7,有,905,0.663976186
南屯區,30,198.18,7,有,870,0.139815168
西屯區,32,129.93,18,無,850,0.504764208
北屯區,0,149.94,7,有,931,0.934669798
清水區,2,189.29,9,無,880,0.047527
南屯區,20,201.04,7,有,1620,0.012988425
南屯區,26,88.64,5,有,498,0.36244518
太平區,0,148.27,6,有,930,0.707002139
豐原區,0,139.8,4,有,878,0.578058532
北屯區,6,170.62,7,有,930,0.953704796
北屯區,27,115.79,7,有,640,0.413168197
龍井區,1,176.42,10,無,1040,0.765431832
南屯區,3,175.51,7,有,1030,0.121231009
西屯區,22,154.12,7,無,930,0.317666177
南屯區,24,182.98,12,無,1720,0.33697743
西屯區,0,123.02,5,有,1088,0.832700916
北屯區,0,173.57,7,有,1150,0.629170363
北區,26,113.17,5,有,610,0.874553112
豐原區,0,158.22,6,有,1040,0.012054677
沙鹿區,0,87.11,5,有,441,0.184788991
潭子區,0,163.75,7,有,1128,0.355957579
南區,36,72.82,7,無,420,0.006113984
沙鹿區,0,120.91,5,有,605,0.677156807
大甲區,0,79.58,5,有,488,0.229998783
太平區,1,213.11,11,無,1750,0.748311057
太平區,0,166.22,7,有,1108,0.065706666
大肚區,11,183.13,8,無,430,0.615467703
大里區,2,165.05,7,有,1025,0.204145674
沙鹿區,12,164.17,7,有,768,0.66074901
南屯區,5,326.37,7,有,2460,0.10357167
北屯區,1,239.44,8,有,1520,0.498132973
西區,38,107.85,7,無,420,0.940220511
大雅區,38,196.44,15,無,1480,0.353890772
南區,2,133.38,7,有,955,0.578547917
清水區,28,201.98,11,無,885,0.676110294
沙鹿區,5,401.29,14,無,2900,0.401516395
北屯區,40,92,7,無,870,0.081740764
太平區,0,183.54,10,無,1320,0.191926173
北區,31,143.55,8,無,730,0.21251874
清水區,0,196.01,9,無,1133,0.462573733
北屯區,1,436.29,15,有,3500,0.338995847
龍井區,0,74.14,5,無,418,0.245263145
大里區,0,123.89,5,有,670,0.303455061
東區,38,215.95,12,無,525,0.380856677
龍井區,25,54.71,5,無,320,0.987953393
西區,13,168.39,7,有,910,0.664264747
西屯區,0,126.63,5,有,999,0.101853856
西屯區,14,147.27,7,有,1280,0.065209216
北屯區,30,167,8,有,600,0.70089696
南屯區,8,321.36,12,無,3710,0.687709891
太平區,8,182.47,12,無,1938,0.388099904
南屯區,25,123.75,7,無,560,0.765034423
沙鹿區,0,149.27,5,有,790,0.753365567
西屯區,14,68.83,7,有,630,0.159370105
西屯區,0,227.41,8,有,1725,0.441455544
大里區,4,107.09,4,有,530,0.174197541
北屯區,1,272.88,16,有,3450,0.369344436
北區,9,139.67,7,有,1040,0.04148622
大甲區,0,82.96,7,無,427,0.376875246
南屯區,0,149.37,7,有,1653,0.440215444
太平區,23,167.91,11,無,765,0.436679256
大里區,29,101.64,7,有,520,0.323105122
北屯區,0,265.43,13,無,1998,0.440850648
西屯區,9,309.82,8,有,1732,0.188921049
烏日區,25,120.66,7,無,350,0.835406288
西屯區,6,288.09,8,有,2135,0.46267312
南屯區,0,109.77,4,有,592,0.762537909
清水區,41,183.33,10,無,275.401,0.641573356
南屯區,3,150.52,7,有,940,0.087235512
太平區,25,161.69,9,無,750,0.991958878
大里區,3,164.9,7,有,726,0.746588338
西屯區,0,69.77,4,無,618,0.452870793
太平區,26,130.87,7,有,530,0.459507551
大雅區,6,114.8,6,有,770,0.572282414
西屯區,0,163.38,7,有,1325,0.97894353
清水區,0,111.14,4,有,455,0.810060991
清水區,0,153.33,7,有,587,0.35898687
南屯區,0,63.05,3,無,582,0.02439285
西屯區,7,133.84,6,有,940,0.653552179
沙鹿區,0,126.93,5,有,568,0.938999138
大甲區,0,196.51,11,無,1220,0.645454045
梧棲區,0,95.4,5,無,485,0.81278582
豐原區,0,118.67,5,有,756,0.603889732
潭子區,27,131.25,7,有,600,0.515706081
西屯區,26,171.24,8,有,980,0.986311249
西屯區,0,691.26,12,有,12104,0.149642967
北區,1,296.95,9,有,2200,0.939104524
外埔區,40,116.56,7,無,150,0.902929824
潭子區,0,176.64,10,無,1650,0.213737758
北屯區,26,137.72,7,有,600,0.643894307
西區,25,104.67,6,有,500,0.522879887
西屯區,35,93.51,7,無,400,0.165432689
梧棲區,0,327.69,10,無,1380,0.849098752
東區,24,155.34,9,有,690,0.589816836
太平區,28,59.11,4,無,290,0.349359714
南屯區,0,112.81,5,有,612,0.198762493
沙鹿區,0,125.68,5,有,582,0.182621073
南區,52,117.92,9,無,1850,0.967250771
南區,0,162.61,7,有,1011,0.8425958
梧棲區,22,99.26,7,無,338,0.106949146
太平區,40,53.2,5,無,343,0.442874554
北區,40,113.32,7,無,400,0.582774526
北區,26,79.45,4,無,420,0.231408613
北屯區,39,75.71,6,無,350,0.71451474
西屯區,47,66.54,6,無,1050,0.831812015
大雅區,0,181.86,9,無,1658,0.030075402
北屯區,4,147.36,7,有,800,0.930899995
西屯區,4,375.61,10,無,3500,0.723030041
南屯區,4,242.41,7,有,2058,0.752497329
西屯區,25,125.48,5,有,550,0.844958632
北屯區,21,182.86,7,有,950,0.255017571
西屯區,31,96.31,13,無,888,0.230326573
北屯區,0,149.34,7,有,947,0.332644748
大雅區,46,107.6,9,無,498,0.179889892
北屯區,47,117.04,9,無,1100,0.225315087
太平區,1,177.41,6,有,1100,0.602534814
西屯區,0,137.86,5,有,1079,0.032014263
西屯區,0,121.18,5,有,925,0.923159222
南區,20,160.51,7,有,1030,0.824815894
西屯區,28,165.15,7,有,790,0.622388926
龍井區,39,162.87,12,無,1496,0.331650942
大里區,16,169.73,7,有,880,0.470956946
西區,28,178.5,8,有,1150,0.637962892
豐原區,0,134.49,7,有,650,0.773775391
龍井區,26,25.1,3,無,188,0.19513365
西區,25,107.51,6,有,490,0.807076964
西屯區,30,112.84,5,無,760,0.509629376
沙鹿區,3,176.94,10,無,1618,0.552542553
西屯區,0,91,5,有,811,0.622412328
北屯區,37,81.64,6,無,348,0.154033579
大肚區,39,47.93,4,無,75,0.078413151
南屯區,3,189.02,7,有,1400,0.20909349
北屯區,2,156.35,7,有,1030,0.986985429
中區,48,38.12,4,無,130,0.060650397
西區,20,173.24,8,有,1180,0.149390349
南屯區,1,235.44,10,無,3100,0.153268149
大雅區,27,120.52,6,無,470,0.165988625
北屯區,40,79.32,9,無,1300,0.679336645
大里區,2,109.29,5,有,520,0.974622492
西屯區,0,89.9,3,有,561,0.531915296
南屯區,6,101.13,5,有,698,0.007871637
豐原區,0,149.57,7,有,1001,0.062479961
北區,1,130.79,5,有,990,0.270618877
烏日區,5,229.86,7,有,1180,0.54237424
中區,0,33.56,4,無,116,0.023481449
北屯區,32,84.37,7,無,380,0.287173116
西屯區,5,459.53,14,無,3960,0.099206397
西屯區,36,147.45,7,無,1600,0.010648506
大里區,16,95.37,6,無,560,0.744789868
西區,30,78.02,9,有,360,0.528405114
大雅區,6,190.55,8,有,1200,0.125200649
西屯區,0,163.08,7,有,1328,0.38601386
清水區,0,157.38,7,有,612,0.896442604
西屯區,0,137.7,5,有,1050,0.938887043
西屯區,0,195.66,7,有,1598,0.248036135
太平區,28,115.41,7,無,450,0.4372068
西屯區,0,132.33,6,有,1030,0.376723448
大雅區,13,390.8,13,無,4800,0.0500804
西區,0,170.03,7,有,1315,0.40165419
大肚區,0,218.15,10,無,1155,0.539619722
烏日區,35,109.21,7,無,1009.2,0.836477351
大里區,2,160.24,7,有,990,0.46641691
南屯區,0,136.26,6,有,850,0.91571557
大里區,0,171.89,7,有,996,0.544911716
北屯區,27,464.28,12,無,3000,0.827054982
梧棲區,1,186.76,10,無,1070,0.351662383
潭子區,28,164.08,8,有,750,0.332647078
東區,3,169.14,7,有,1000,0.484616777
西屯區,0,98.99,5,有,1000,0.041590256
南屯區,8,132.84,7,有,856,0.057857211
清水區,0,145.51,10,無,920,0.503608663
南屯區,13,225.3,8,有,1820,0.592825758
西屯區,23,153.92,7,無,977.76,0.643658069
北屯區,22,121.26,7,有,732,0.827606241
南屯區,29,61.08,3,有,337,0.221969549
北屯區,0,173.1,7,有,821,0.219876112
北屯區,0,151.51,7,有,1015,0.624559396
西屯區,0,125.55,5,有,978,0.1481357
北屯區,6,247.41,12,無,2100,0.211506587
南屯區,0,143.66,7,有,861,0.201188085
西屯區,26,85.31,5,無,450,0.576443674
北屯區,25,138.78,7,有,868,0.951731295
烏日區,0,183.04,8,有,937,0.481497091
大甲區,0,82.96,7,無,470,0.168725746
太平區,7,226.87,13,無,1900,0.993882377
北區,0,120.8,5,有,708,0.62566054
梧棲區,0,193.34,10,無,850,0.099307116
梧棲區,0,175.66,11,無,862,0.463994155
南區,28,56.39,3,無,350,0.921829308
大肚區,38,73.16,6,無,265,0.326697839
沙鹿區,9,179.55,10,無,1031,0.250122082
東區,0,46.86,6,無,960,0.607713984
西屯區,26,148.71,8,有,755,0.368897696
大里區,0,518.3,17,無,4880,0.847470372
沙鹿區,2,172.24,12,無,1730,0.410629019
沙鹿區,12,126.62,5,有,67,0.787414047
西區,37,131.81,8,無,606,0.620709548
南屯區,0,131.55,6,有,738,0.994648557
大里區,4,204.01,7,有,1600,0.914462241
北屯區,0,124.31,5,有,793,0.28369203
南區,26,143.49,7,有,680,0.066330989
清水區,0,106.4,5,有,412,0.040854731
西區,14,133.76,6,無,1092,0.929690527
南區,0,178.94,7,有,1170,0.772933439
北屯區,2,280.24,7,有,2681,0.755571894
太平區,28,128.25,8,無,488,0.564220355
南屯區,20,163.19,8,有,1300,0.266382784
西屯區,28,137.41,7,有,786,0.976289032
潭子區,30,211.25,11,無,1380,0.360343828
西區,24,81.13,4,有,572,0.685472954
